438,726,70.2470
230,722,82.5789
995,431,59.4403
100,905,77.9211
667,564,66.3785
270,556,16.9027
257,726,33.0890
279,52,36.8875
467,838,34.0548
572,497,15.9460
306,555,55.9952
125,589,61.6767
698,182,92.0848
203,53,48.4031
787,398,55.8599
487,0,43.1977
595,250,2.9761
747,94,39.3253
941,105,89.9896
216,188,73.4496
425,52,79.1418
752,901,36.9149
79,412,72.0306
887,439,80.9586
255,440,62.7068
356,137,3.2376
505,428,66.3348
313,328,99.7436
792,34,59.5554
119,17,7.9652
984,900,15.3330
266,866,2.9698
842,970,20.5408
119,685,44.2609
361,671,84.1634
363,675,83.1805
374,66,72.8550
382,339,42.9208
743,193,68.4825
115,983,29.0423
916,895,82.4443
428,908,94.1400
433,916,70.2747
96,829,55.8013
712,540,72.7305
816,887,12.6715
916,857,44.5807
994,277,78.8599
474,864,62.6205
614,246,67.0283
609,951,97.9262
957,135,74.3241
2,324,41.4524
670,625,86.6980
303,926,27.7199
242,878,91.5670
834,400,10.4180
304,431,50.0808
414,978,29.7466
644,147,98.6193
903,875,56.6172
517,433,23.1899
467,51,96.2676
383,7,34.2557
830,174,84.4939
280,130,12.9797
108,443,17.3495
965,220,90.1980
570,921,88.5175
387,760,14.5546
866,851,21.3975
531,921,89.1012
498,399,96.9182
714,127,47.2893
342,70,19.6606
912,414,71.0129
117,741,49.7992
992,290,93.9832
273,799,90.0237
600,475,28.5753
830,796,61.8740
793,945,3.0799
691,28,27.1314
94,767,92.1743
648,107,89.5398
454,31,93.5992
587,644,25.2709
706,631,57.8202
643,234,28.7405
670,110,59.4629
44,895,93.1884
925,447,78.5244
652,226,4.9348
394,544,20.7752
780,667,45.2123
261,935,97.4451
504,201,17.8446
205,998,60.0102
684,220,41.9905
130,308,1.5711
378,160,78.4190
790,124,40.9000
777,780,88.1512
354,908,41.1676
645,71,65.4724
10,742,8.8284
715,120,87.0255
675,323,11.9008
77,268,31.7024
668,221,49.0304
770,598,75.9269
342,700,61.7786
719,312,36.6813
221,191,86.1520
731,322,45.1393
809,774,30.2919
285,595,27.2094
773,344,71.8234
339,183,73.4465
731,169,37.2489
167,737,2.4452
4,935,50.7381
918,127,73.6965
704,144,52.9533
192,306,56.3396
137,912,40.3281
569,515,36.9421
529,740,17.5213
70,969,23.6784
252,214,37.8272
868,457,32.5797
381,463,92.2412
855,404,78.3307
794,217,50.2510
567,887,92.9968
44,285,9.5859
298,225,93.9774
404,323,83.9706
926,152,66.2351
272,611,65.6258
90,678,13.7364
739,947,15.5645
484,604,37.3503
798,207,37.5668
709,765,15.1964
379,974,44.8427
896,629,96.1311
599,117,7.1878
29,936,28.5024
253,3,60.2273
729,598,68.0139
44,218,37.8287
812,338,50.8729
305,472,98.0661
779,559,35.1451
35,12,31.6540
229,213,99.9485
734,907,66.0003
514,461,12.3623
473,338,27.1790
488,540,66.7885
196,302,47.2944
554,666,96.3303
127,391,50.4214
804,675,98.8843
337,121,5.5745
726,596,11.8964
249,257,50.1585
144,750,67.7991
744,500,91.6616
491,180,38.7700
319,251,3.1785
610,172,76.7801
680,813,22.6071
588,154,16.1989
271,385,41.1076
589,955,39.2160
98,939,9.3806
274,993,74.9105
451,654,16.6773
607,438,21.8538
994,485,52.1376
508,145,86.1361
379,121,49.3542
34,392,97.9264
140,933,67.5874
511,725,12.1060
568,295,33.4441
467,170,98.6804
554,53,52.5235
234,995,33.6378
235,66,77.0518
454,535,11.3455
5,964,12.8228
285,235,33.1862
716,581,1.8903
610,300,87.7128
760,40,50.0573
487,172,12.5740
189,130,96.4669
344,107,43.8514
543,959,77.9366
738,171,44.2084
412,826,57.7482
839,145,20.1215
721,469,56.4964
826,243,38.9777
282,636,36.1825
710,814,39.9852
742,139,37.3609
923,374,17.2155
218,479,58.6433
117,162,30.4696
432,385,70.2108
569,877,43.6311
587,367,97.1963
43,464,85.5452
227,334,54.3996
613,452,2.5003
564,999,34.8541
527,975,27.6776
297,578,96.9100
912,735,29.4994
335,434,58.3853
220,822,51.8635
119,209,85.8040
750,979,47.9220
154,534,18.8534
787,388,55.1502
999,461,26.8428
837,314,79.5898
773,592,86.6106
671,728,56.9535
603,953,5.7299
75,884,2.7532
593,277,95.7415
697,189,75.4704
688,236,92.2274
78,828,47.1032
443,157,6.2238
335,108,18.5564
290,536,10.9259
617,378,7.3545
728,701,2.8651
148,713,4.0214
4,962,93.3784
28,310,62.2756
299,31,13.7192
472,698,32.1862
688,152,98.7866
907,891,44.9829
721,581,59.4932
412,723,36.4698
166,120,88.9225
533,509,42.0487
486,635,95.4889
926,325,51.9072
143,808,13.3021
903,88,77.8489
41,239,91.0378
251,283,15.3916
451,652,96.1963
478,385,75.4177
744,191,66.7940
207,786,61.7303
79,307,8.4457
111,783,80.0295
239,217,75.4608
596,76,13.9294
358,262,4.9570
69,109,18.9747
927,396,28.9970
168,842,89.5617
430,795,40.9897
681,435,45.2823
384,580,38.8827
596,813,14.4579
427,161,80.5346
740,807,38.4435
24,745,93.1230
862,366,77.4651
844,752,82.2711
971,403,63.8211
997,474,97.0552
392,240,49.5117
573,602,77.1784
777,104,41.0144
807,294,73.8268
950,649,52.3414
143,85,31.1115
642,268,81.6638
602,240,15.8986
358,744,24.7420
379,583,91.6723
156,725,14.4573
526,857,16.4415
50,621,92.7323
589,669,24.6924
735,672,80.9118
995,93,75.9143
128,188,4.0391
508,69,36.9790
621,662,3.4971
82,223,64.4323
351,530,60.0524
956,209,68.4662
771,530,61.4643
573,981,86.0271
597,522,18.9055
944,482,11.0965
178,79,94.0696
443,559,54.1529
488,283,89.9738
718,2,4.1446
167,285,86.4186
291,392,69.3521
831,875,57.6141
444,530,39.5945
650,110,19.7452
149,439,67.3655
895,684,2.7214
893,27,6.3389
752,307,37.7373
844,831,98.0664
984,739,6.2815
788,410,16.4879
829,335,3.6614
528,102,17.2055
196,965,82.7026
728,709,78.7241
530,111,4.9330
576,386,99.1988
224,460,27.4602
682,376,13.0144
263,844,70.8960
817,270,80.6307
936,622,80.2224
988,433,37.5738
832,800,59.9116
889,570,20.0993
827,684,43.7422
802,338,3.2138
840,665,79.2219
528,403,79.2551
825,838,24.6790
651,859,99.6480
839,848,69.1050
368,676,95.8629
123,671,69.7768
669,920,21.1306
518,233,30.6339
43,630,17.9308
377,835,87.6600
391,94,89.6652
948,118,36.1504
235,778,85.9457
249,137,4.8362
67,370,59.2243
197,314,61.6417
914,176,58.6611
126,821,94.2070
316,160,69.3701
963,169,43.9084
782,823,96.7918
95,937,94.8348
256,817,26.2872
377,351,86.4458
542,246,11.6396
