308,367,72.1646
463,356,71.8776
45,218,93.5878
604,842,65.5293
618,669,40.7474
895,212,78.7764
980,449,54.5722
855,933,77.5522
905,27,5.9919
545,92,81.4602
82,804,12.0700
610,805,46.0631
769,110,89.0353
209,523,84.6929
464,271,86.3756
590,859,79.5606
187,632,40.6168
986,445,56.7872
911,585,44.1830
896,561,85.8014
133,470,95.3083
359,130,53.4609
794,709,94.8183
487,415,50.0193
311,77,39.7927
529,545,90.3115
581,392,24.3968
715,554,60.0963
938,492,21.7865
814,271,54.0451
969,913,81.7318
371,219,20.5757
209,737,26.0051
343,523,98.3667
984,70,83.5164
522,242,16.8575
281,457,43.6139
968,295,93.2572
789,113,3.0320
821,155,26.2250
471,462,32.5975
205,696,12.1550
289,881,80.9596
718,13,4.5732
981,71,29.1346
584,494,27.3926
657,131,91.9288
421,739,60.1035
87,771,33.7693
453,938,2.2866
646,967,99.9848
960,530,37.9020
361,860,7.7885
939,502,19.1994
878,470,19.6751
954,196,76.2559
765,458,74.1859
631,170,35.9068
666,794,31.9573
959,257,73.2122
591,6,10.3752
121,535,69.4609
696,587,90.6924
918,730,20.0464
806,97,56.4397
651,824,92.3377
102,142,91.7393
121,441,1.7296
463,820,84.7216
615,185,44.2600
780,299,86.9623
462,175,90.7197
853,573,96.3222
603,384,30.3811
693,516,31.8394
471,441,53.4355
176,962,23.6129
652,395,61.0394
787,282,16.7453
767,508,37.4824
50,450,25.7592
724,546,28.6887
882,449,44.1263
361,651,38.1964
976,217,8.2272
205,868,2.9924
637,592,96.6350
637,171,26.2639
228,474,75.0879
280,995,69.6447
578,685,39.3437
282,642,79.2195
531,569,75.1650
683,436,63.1034
868,109,25.0685
507,476,69.4937
168,698,98.4354
894,871,28.5007
945,678,72.4109
879,380,91.1899
993,360,93.6755
384,138,53.2741
697,329,55.7269
757,327,4.0691
580,366,16.6913
256,469,42.7248
302,988,52.0515
828,427,47.8826
423,426,50.0662
852,491,50.7521
988,932,58.6033
984,700,81.0689
53,212,99.8534
531,981,16.0651
500,887,46.5517
783,221,51.0484
613,629,45.1804
558,567,53.8879
690,936,98.1605
302,78,16.5576
400,423,45.5115
132,132,45.2737
48,826,26.6157
386,695,94.9147
731,335,58.7440
158,273,50.2817
744,327,90.9136
640,734,55.0750
532,264,61.0203
991,640,64.4075
890,835,77.2877
959,939,87.0875
718,802,24.5227
159,886,47.7036
527,50,62.4647
541,60,29.7794
300,225,32.7440
206,252,88.6876
678,814,71.4167
729,145,68.9340
906,325,60.7419
352,26,27.1494
215,459,97.0115
574,483,34.7020
732,882,90.7113
389,709,99.3130
351,733,17.5496
26,609,61.5596
536,188,88.4318
944,148,88.1296
663,99,12.8060
837,893,29.6395
964,504,87.2205
938,845,45.8785
913,387,99.8543
498,108,9.5515
29,681,96.5816
157,251,93.9351
587,526,18.7545
676,727,79.3177
313,931,74.6971
89,412,63.1610
958,398,43.2064
387,469,59.0958
432,368,60.2803
772,223,71.3590
88,637,35.1166
426,596,63.6355
936,209,34.8686
78,278,67.0054
696,367,93.7025
279,325,40.6964
873,114,35.4548
884,797,28.2833
661,348,75.2532
507,348,65.0338
760,146,64.7308
702,262,52.9757
959,895,55.3134
908,982,36.7610
877,912,61.6084
566,109,1.5487
454,198,46.2153
197,518,68.9272
262,546,65.8153
830,749,67.0274
974,783,63.1955
155,8,23.7403
579,294,50.0320
348,654,26.3361
172,659,56.3355
884,568,66.2178
726,77,25.5856
57,316,8.1005
382,56,71.0998
731,649,57.7306
481,701,85.6189
617,330,76.9536
918,470,72.9341
906,751,19.1318
897,985,60.9143
178,24,89.6103
429,757,1.0786
909,554,16.5549
959,852,54.7542
384,992,23.7903
663,842,75.9679
238,143,54.1951
254,485,84.4349
43,801,49.6902
579,349,18.2500
801,240,41.8581
371,5,51.7160
155,865,72.4395
219,671,57.0759
84,639,33.7715
950,195,75.2872
345,849,88.4592
630,94,43.1098
937,361,66.2973
325,700,53.1230
689,169,85.0189
836,51,2.3432
555,402,8.4989
987,280,64.1862
11,893,56.7285
87,495,74.2048
333,384,4.5004
679,765,58.2766
758,959,7.5309
449,662,68.1195
428,83,39.7660
151,80,50.5199
40,878,8.5740
848,378,12.3212
865,429,87.0443
26,503,4.6888
213,689,93.2395
51,385,37.8220
200,814,90.6283
882,683,14.8662
676,413,71.5999
336,598,82.9817
69,445,43.0993
221,723,64.9718
319,842,75.9656
597,664,93.3264
165,567,3.8915
313,221,63.8826
619,558,3.3831
416,543,37.4588
717,586,44.3051
411,918,28.6498
348,557,27.4442
912,952,54.3555
593,742,66.2765
25,242,97.9308
236,6,35.1936
512,153,14.5757
472,378,86.8649
157,755,64.1463
90,694,43.4309
47,787,86.4927
328,912,16.0732
479,917,12.4678
197,488,53.3650
749,475,75.2304
806,814,75.1504
259,122,95.1093
331,814,18.5002
848,424,73.0867
881,507,40.2199
761,668,29.0600
886,543,94.7737
620,62,93.2471
122,88,10.1658
485,940,15.4657
846,11,6.5435
687,390,92.0581
857,669,90.6583
313,607,19.3065
522,607,46.1451
507,914,37.6567
833,605,21.5787
29,359,73.2895
636,950,90.2153
750,241,74.0642
619,400,80.6469
401,761,96.5057
667,275,8.5287
456,538,61.8570
828,988,15.5262
944,5,3.1855
509,937,44.1766
467,582,87.5305
571,497,23.1459
992,893,39.6022
475,559,68.6799
560,546,65.7849
908,243,18.3162
963,71,86.0594
849,698,41.8701
579,180,84.9062
779,114,85.6959
180,885,81.8185
681,629,69.4891
821,244,98.8774
121,295,42.2557
327,834,33.6397
922,784,7.6716
643,498,91.4021
234,427,44.9363
954,658,77.2011
665,495,5.8036
210,818,79.6643
339,542,86.7982
340,146,72.5158
623,740,89.6731
295,867,33.3455
296,154,92.5733
703,192,20.2175
926,187,70.0823
96,9,11.4255
276,263,44.2070
375,414,1.3997
965,953,57.5674
197,288,98.8891
567,712,1.8091
536,314,55.7960
983,467,74.3840
603,656,8.2456
26,412,26.3439
886,550,76.6298
558,393,87.2805
924,571,94.9837
548,847,76.5878
368,103,3.2325
841,117,4.9060
530,121,16.6285
948,733,80.4046
836,666,79.0501
11,879,25.2668
511,588,65.1095
10,551,87.0930
283,318,65.5133
331,414,65.0043
730,548,50.2228
585,855,24.5327
378,820,18.8878
487,286,48.2998
637,132,30.1969
245,626,9.3780
773,382,82.2024
635,354,75.5813
854,508,10.6303
204,641,89.6669
295,156,89.8032
720,14,85.5089
213,707,19.4336
795,897,11.8501
948,569,11.5095
885,479,30.3303
323,248,38.2740
841,203,19.6149
910,648,40.7232
654,695,61.8584
440,844,33.4102
2,914,59.6949
259,47,86.3425
144,73,41.8284
567,636,38.3957
4,677,88.7900
699,644,89.3357
768,38,41.0882
971,353,52.0964
708,790,61.1940
570,121,41.0844
218,486,51.8066
20,966,91.8695
54,437,35.2292
733,685,16.9204
233,515,77.6635
385,512,58.1978
981,108,98.8962
871,715,36.0181
1,938,58.6831
795,417,54.6999
68,183,66.9012
16,987,84.1634
863,100,38.6899
546,640,95.8235
375,902,17.5051
357,332,11.5488
165,776,35.4069
301,819,34.0602
342,37,94.9351
140,308,21.4044
63,755,23.9724
661,266,47.0614
891,344,37.9757
453,989,45.1039
436,407,30.5606
551,296,16.9066
323,347,63.5218
596,148,13.4606
